audio_path,score,evaluator_id
Exp.2/model+SCL/Portuguese_MLS_SECS/12710_44.wav,5.0,3581445
Exp.2/model+SCL/Portuguese_MLS_SECS/12710_44.wav,5.0,3581583
Exp.2/model+SCL/Portuguese_MLS_SECS/12710_44.wav,5.0,3604289
Exp.2/model+SCL/Portuguese_MLS_SECS/12710_44.wav,5.0,3604720
Exp.2/model+SCL/Portuguese_MLS_SECS/12710_44.wav,5.0,3568115
Exp.2/model+SCL/Portuguese_MLS_SECS/12710_44.wav,5.0,3568674
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,2.0,3580166
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,3.0,3580370
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,4.0,3581129
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,4.0,3581583
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,4.0,3604111
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,4.0,3604503
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,5.0,3579967
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,5.0,3580123
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_30.wav,5.0,3581458
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,2.0,3579937
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,3.0,3568706
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,3.0,3579996
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3579292
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3580612
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3581129
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3581583
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3604163
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3604169
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3604305
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3568550
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3568070
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,4.0,3581458
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,5.0,3581709
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_31.wav,5.0,3604274
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,2.0,3580052
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,3.0,3593796
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,4.0,3568239
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,4.0,3581129
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,4.0,3604162
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,4.0,3581030
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,4.0,3581458
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,4.0,3581103
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,5.0,3568115
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_32.wav,5.0,3580162
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,4.0,3579037
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,4.0,3568098
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,4.0,3581429
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3568550
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3578911
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3580016
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3604392
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3604393
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3580052
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3579987
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3581030
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_33.wav,5.0,3578996
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,3.0,3581125
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,3.0,3578901
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,3.0,3579347
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3579292
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3579937
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3581103
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3604305
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3604720
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3568529
Exp.2/model+SCL/Portuguese_MLS_SECS/13069_34.wav,5.0,3579037
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,3.0,3578977
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,3.0,3579967
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,3.0,3579292
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,4.0,3579331
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,4.0,3580612
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,4.0,3604503
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,4.0,3580245
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,4.0,3581394
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,4.0,3581429
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,5.0,3604274
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_0.wav,5.0,3604393
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_1.wav,3.0,3580370
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_1.wav,3.0,3579967
Exp.2/model+SCL/Portuguese_MLS_SECS/3050_1.wav,3.0,3579878
